cast-away,Cast Away,73,6.5,"December 22, 2000",143 min,Rated PG-13 for intense action sequences and some disturbing images,Twentieth Century Fox Film Corporation,202,35,55
cat-run,Cat Run,33,4.4,"April 1, 2011",102 min,"['Rated R for strong bloody violence', 'sexual content', 'nudity and language.']",Lleju Productions,4,2,6
catch-a-fire,Catch a Fire,62,6.4,"October 27, 2006",101 min,"['Rated PG-13 for thematic material involving torture and abuse', 'violence and brief language.']",Focus Features,14,6,4
catch-and-release,Catch and Release,43,8.1,"January 26, 2007",124 min,"['Rated PG-13 for sexual content', 'language and some drug use.']",Relativity Media,55,8,9
catch-me-if-you-can,Catch Me If You Can,76,8.7,"December 25, 2002",141 min,Rated PG-13 for some sexual content and brief language.,DreamWorks SKG,415,23,2
catch-that-kid,Catch That Kid,33,5.0,"February 6, 2004",91 min,"['Rated PG for some language', 'thematic elements and rude humor.']",Fox 2000 Pictures,7,6,6
caterina-va-in-citta,Caterina va in città,63,7.3,"June 3, 2005",90 min,Unrated,Cattleya,5,2,1
catfight,Catfight,66,tbd,"March 3, 2017",95 min,Not Rated,MPI Media Group,2,1,0
catfish,Catfish,65,7.1,"September 17, 2010",87 min,Rated PG-13 for some sexual references.,Hit The Ground Running Films,69,15,8
catfish-in-black-bean-sauce,Catfish in Black Bean Sauce,46,tbd,"July 28, 2000",119 min,Rated PG-13 for brief strong language and sexual content.,Black Hawk Entertainment,0,1,0
cats-dogs,Cats & Dogs,47,6.1,"July 4, 2001",87 min,Rated PG for animal action and humor.,Warner Bros. Pictures,36,29,13
cats-dogs-the-revenge-of-kitty-galore,Cats & Dogs: The Revenge of Kitty Galore,30,5.0,"July 30, 2010",82 min,Rated PG for animal action and humor.,Village Roadshow Pictures,24,15,25
catwoman,Catwoman,27,2.7,"July 23, 2004",104 min,Rated PG-13 for action violence and some sensuality.,Warner Bros. Pictures,43,21,183
caves-of-forgotten-dreams,Cave of Forgotten Dreams,86,6.8,"April 29, 2011",89 min,Not Rated,Ministère de la Culture et de la Communication,0,0,0
cavemen,Cavemen,19,3.9,"February 7, 2014",88 min,Not Rated,Traverse Media,3,3,6
cavite,Cavite,64,7.4,"May 26, 2006",80 min,Not Rated,Gorilla Films,8,2,1
cbgb,CBGB,30,6.1,"October 4, 2013",101 min,"['Rated R for language throughout', 'some sexual content', 'drug use', 'and a scene of violence.']",Unclaimed Freight Productions,10,5,5
cecil-b-demented,Cecil B. DeMented,57,7.4,"August 11, 2000",87 min,"['Rated R for strong crude sexual content', 'violence', 'language and drug use.']",Canal+,7,3,0
celebrity,Celebrity,41,5.7,"November 20, 1998",113 min,"['Rated R for language', 'sex and some drug use.']",Sweetland Films,10,7,5
celeste-and-jesse-forever,Celeste and Jesse Forever,59,7.0,"August 3, 2012",92 min,"['Rated R for language', 'sexual content and drug use']",Team Todd,31,11,5
celine-through-the-eyes-of-the-world,Celine: Through the Eyes of the World,52,6.6,"February 17, 2010",120 min,,,13,2,5
cell,Cell,38,3.1,"July 8, 2016",98 min,"['Rated R for disturbing violent content', 'terror', 'brief sexuality and language']",Benaroya Pictures,6,6,17
cellular,Cellular,60,8.3,"September 10, 2004",94 min,"['Rated PG-13 for violence', 'terror situations', 'language and some sexual references']",New Line Cinema,77,15,3
cemetery-of-splendor,Cemetery of Splendor,87,6.8,"March 4, 2016",122 min,Not Rated,Centre National de la Cinématographie (CNC),15,4,4
censored-voices,Censored Voices,72,6.1,"November 20, 2015",84 min,Not Rated,kNow Productions,4,2,1
center-stage,Center Stage,52,4.7,"May 12, 2000",115 min,Rated PG-13 for language and some sensuality.,Columbia Pictures Corporation,17,4,19
central-intelligence,Central Intelligence,52,6.5,"June 17, 2016",107 min,"['Rated PG-13 for crude and suggestive humor', 'some nudity', 'action violence and brief strong language']",Universal Pictures,97,70,15
central-station,Central Station,80,8.3,"November 20, 1998",113 min,Rated R for language.,Canal+,53,2,9
centurion,Centurion,62,6.3,"August 27, 2010",97 min,"['Rated R for sequences of strong bloody violence', 'grisly images and language.']",Celador Films,41,39,9
chavez,Cesar Chavez,51,5.6,"March 28, 2014",102 min,Rated PG-13 for some violence and language,Participant Media,0,0,0
cet-amour-la,Cet amour-là,57,tbd,"April 2, 2003",100 min,,Canal+,2,0,0
chain-camera,Chain Camera,68,8.0,"June 22, 2001",90 min,,Cinemax Reel Life,3,0,1
chandni-chowk-to-china,Chandni Chowk to China,44,5.1,"January 16, 2009",154 min,Rated PG-13 for violence and martial arts action.,Warner Bros. Pictures,13,3,11
changeling,Changeling,63,7.9,"October 24, 2008",141 min,"['Rated R for some violent and disturbing content', 'and language.']",Malpaso Productions,140,19,12
changing-lanes,Changing Lanes,69,8.8,"April 12, 2002",98 min,Rated R for language.,Paramount Pictures,148,14,6
changing-times,Changing Times,64,7.8,"July 14, 2006",90 min,,Canal+,11,1,1
chaos,Chaos,1,2.3,"August 12, 2005",74 min,Not Rated,Dominion Entertainment,14,1,52
chaos-2003-1,Chaos,81,8.6,"January 29, 2003",109 min,,Canal+,6,0,1
chaos-2003,Chaos,63,7.3,"March 7, 2003",90 min,,Euroimages Fund of the Council of Europe,5,0,1
chaos-theory,Chaos Theory,44,7.5,"April 11, 2008",87 min,"['Rated PG-13 for mature thematic material', 'sexual content and language.']",Castle Rock Entertainment,12,5,0
chappie,Chappie,41,7.2,"March 6, 2015",120 min,"['Rated R for violence', 'language and brief nudity']",Columbia Pictures,510,167,82
chapter-27,Chapter 27,32,6.2,"March 28, 2008",84 min,Rated R for language and some sexual content.,Artina Films,13,6,6
charlie-and-the-chocolate-factory,Charlie and the Chocolate Factory,72,6.6,"July 15, 2005",115 min,"['Rated PG for quirky situations', 'action and mild language.']",Warner Bros. Pictures,259,89,84
charlie-bartlett,Charlie Bartlett,54,7.1,"February 22, 2008",97 min,"['Rated R for language', 'drug content and brief nudity.']",Permut Presentations,48,15,9
charlie-countryman,Charlie Countryman,31,6.4,"November 15, 2013",108 min,"['Rated R for some brutal violence', 'language throughout', 'sexuality/nudity', 'and drug use.']",Bona Fide Productions,21,6,8
charlie-st-cloud,Charlie St. Cloud,37,5.4,"July 30, 2010",99 min,"['Rated PG-13 for language including some sexual references', 'an intense accident scene and some sensuality.']",Universal Pictures,18,15,14
charlie-wilsons-war,Charlie Wilson's War,69,6.9,"December 21, 2007",102 min,"['Rated R for strong language', 'nudity/sexual content and some drug use.']",Universal Pictures,87,34,8
charlies-angels,Charlie's Angels,52,8.7,"November 3, 2000",98 min,"['Rated PG-13 for action violence', 'innuendo and some sensuality/nudity.']",Flower Films (II),260,36,21
charlies-angels-full-throttle,Charlie's Angels: Full Throttle,48,5.6,"June 27, 2003",106 min,"['Rated PG-13 for action violence', 'sensuality and language/innuendo.']",Flower Films (II),57,35,38
charlotte-gray,Charlotte Gray,48,7.9,"December 28, 2001",121 min,"['Rated PG-13 for some war related violence', 'sensuality and brief strong language.']",FilmFour,9,2,1
charlotte-sometimes,Charlotte Sometimes,72,8.0,"May 2, 2003",85 min,Rated R for sexual content and some language.,Visionbox Pictures,7,0,1
charlottes-web,Charlotte's Web,68,6.9,"December 15, 2006",97 min,G,Paramount Pictures,44,11,9
chasing-amy,Chasing Amy,71,8.6,"April 4, 1997",113 min,"['Rated R for strong graphic sex-related dialogue', 'language', 'sexuality and drug content.']",View Askew Productions,93,11,1
chasing-ice,Chasing Ice,75,8.3,"November 9, 2012",80 min,Not Rated,Diamond Docs,16,1,0
chasing-liberty,Chasing Liberty,46,6.3,"January 9, 2004",111 min,Rated PG-13 for sexual content and brief nudity.,Alcon Entertainment,8,4,2
chasing-madoff,Chasing Madoff,52,3.8,"August 26, 2011",98 min,Not Rated,"""DIA"" Productions GmbH & Co. KG",1,1,2
of-men-and-mavericks,Chasing Mavericks,45,6.1,"October 26, 2012",116 min,Rated PG for thematic elements and some perilous action,Relativity Media,0,0,0
chasing-papi,Chasing Papi,33,8.2,"April 16, 2003",80 min,Rated PG for mild sensuality and language.,Fox 2000 Pictures,4,0,1
che-part-two,Che,64,7.1,"December 12, 2008",135 min,Not Rated,Telecinco,0,0,0
cheap-thrills,Cheap Thrills,63,7.5,"March 21, 2014",88 min,Not Rated,Snowfort Pictures,26,5,0
cheaper-by-the-dozen,Cheaper by the Dozen,46,6.9,"December 25, 2003",98 min,Rated PG for language and some thematic elements.,Twentieth Century Fox Film Corporation,78,29,22
cheaper-by-the-dozen-2,Cheaper by the Dozen 2,34,4.1,"December 21, 2005",94 min,Rated PG for some crude humor and mild language.,Twentieth Century Fox Film Corporation,22,18,39
checking-out,Checking Out,44,7.0,"September 15, 2006",94 min,"['Rated PG-13 for language', 'some sexual material and thematic elements.']",Full Circle Studios,3,1,1
cheerful-weather-for-the-wedding,Cheerful Weather for the Wedding,49,5.0,"December 7, 2012",93 min,Not Rated,Goldcrest Pictures,2,1,1
chef,Chef,68,7.8,"May 9, 2014",114 min,"['Rated R for language', 'including some suggestive references']",Aldamisa Entertainment,224,40,12
chelsea-on-the-rocks,Chelsea on the Rocks,57,tbd,"October 2, 2009",88 min,"['Rated R for language', 'drug content', 'some sexual material and brief violence.']",Deerjen Films,1,0,0
chelsea-walls,Chelsea Walls,34,6.7,"April 19, 2002",109 min,Rated R for language.,IFC Productions,8,0,4
cheri,Chéri,63,6.5,"June 26, 2009",92 min,Rated R for some sexual content and brief drug use.,Canal+,12,6,4
cherish,Cherish,51,6.7,"June 7, 2002",99 min,Rated R for language.,Wonderfilms,4,1,1
chernobyl-diaries,Chernobyl Diaries,32,4.6,"May 25, 2012",90 min,"['Rated R for violence', 'some bloody images and pervasive language.']",FilmNation Entertainment,39,57,54
cherry-blossoms,Cherry Blossoms,62,8.1,"January 16, 2009",127 min,Unrated,Arte,11,2,1
chevalier,Chevalier,76,tbd,"May 27, 2016",105 min,Not Rated,Greek Film Center,1,0,2
chiraq,Chi-Raq,77,5.2,"December 4, 2015",127 min,"['Rated R for strong sexual content including dialogue', 'nudity', 'language', 'some violence and drug use']",40 Acres & A Mule Filmworks,0,0,0
chicago,Chicago,82,7.9,"December 27, 2002",113 min,"['Rated PG-13 for sexual content and dialogue', 'violence and thematic elements']",Miramax Films,139,30,8
chicken-little,Chicken Little,48,5.5,"November 4, 2005",81 min,G,Walt Disney Pictures,59,49,42
chicken-people,Chicken People,81,tbd,"September 23, 2016",83 min,Not Rated,Motto Pictures,2,1,0
chicken-run,Chicken Run,88,8.2,"June 21, 2000",84 min,G,DreamWorks SKG,206,27,9
chicken-with-plums,Chicken with Plums,69,7.0,"August 17, 2012",93 min,"['Rated PG-13 for some drug content', 'violent images', 'sensuality and smoking']",Canal+,9,2,1
chico-rita,Chico & Rita,76,7.1,"February 10, 2012",94 min,Not Rated,CinemaNX,14,2,3
child-44,Child 44,41,5.3,"April 17, 2015",137 min,"['Rated R for violence', 'some disturbing images', 'language and a scene of sexuality']",Summit Entertainment,48,31,31
child-of-god,Child of God,50,5.0,"August 1, 2014",104 min,"['Rated R for disturbing aberrant sexual content', 'nudity', 'language and some violence']",RabbitBandini Productions,2,2,2
childs-pose,Child's Pose,77,6.8,"February 19, 2014",112 min,Not Rated,HBO Romania,8,1,1
children-of-men,Children of Men,84,8.4,"December 25, 2006",109 min,"['Rated R for strong violence', 'language', 'some drug use and brief nudity.']",Universal Pictures,924,65,107
children-of-the-revolution,Children of the Revolution,76,tbd,"April 30, 1997",101 min,Rated R for some strong sexuality and language.,Australian Film Finance Corporation (AFFC),1,0,0
children-underground,Children Underground,85,8.7,"September 19, 2001",104 min,,Belzberg Films,23,0,3
chill-factor,Chill Factor,33,1.9,"September 1, 1999",102 min,Rated R for violence and language.,Morgan Creek Productions,4,2,17
chimpanzee,Chimpanzee,57,6.5,"April 20, 2012",78 min,G,Blacklight Films,14,11,3
china-the-panda-adventure,China: The Panda Adventure,49,tbd,"September 14, 2001",48 min,,San Diego Zoo,1,0,1
chinatown,Chinatown,86,8.8,"June 20, 1974",130 min,R,Paramount Pictures,195,14,3
chinese-puzzle,Chinese Puzzle,64,6.3,"May 16, 2014",117 min,Not Rated,Ce Qui Me Meut Motion Pictures,8,3,1
chisholm-72-unbought-unbossed,Chisholm '72: Unbought & Unbossed,73,tbd,"September 24, 2004",76 min,,Realside Productions,2,0,0
chloe,Chloe,48,5.6,"March 26, 2010",96 min,"['Rated R for strong sexual content including graphic dialogue', 'nudity and language.']","['Montecito Picture Company', 'The']",27,26,12
chloe-and-theo,Chloe and Theo,24,tbd,"September 4, 2015",112 min,R,,1,0,1
chlorine,Chlorine,33,tbd,"February 28, 2014",93 min,Not Rated,Company Motion Pictures,0,0,1
chocolat,Chocolat,64,7.5,"December 15, 2000",121 min,Rated PG-13 for a scene of sensuality and some violence.,Miramax Films,79,17,9
chooch,Chooch,17,6.0,"August 27, 2004",81 min,Rated R for language.,Bacchus Films,3,0,2
chop-shop,Chop Shop,83,7.6,"February 27, 2008",84 min,Unrated,Noruz Films (I),18,1,1
chopper,Chopper,65,5.2,"April 11, 2001",94 min,Unrated,Australian Film Finance Corporation (AFFC),34,0,26
chris-don-a-love-story,Chris & Don. A Love Story,81,8.4,"June 13, 2008",90 min,Not Rated,Asphalt Stars Productions,9,0,2
christine,Christine,72,7.5,"October 14, 2016",119 min,Not Rated,BorderLine Films,23,5,1
christmas-in-the-clouds,Christmas in the Clouds,56,8.1,"November 4, 2005",96 min,Rated PG for mild sexual content and some language.,Random Ventures,11,1,2
christmas-with-the-kranks,Christmas with the Kranks,22,6.8,"November 24, 2004",99 min,Rated PG for brief language and suggestive content.,1492 Pictures,92,15,42
chronicle-2012,Chronicle,69,7.3,"February 3, 2012",84 min,"['Rated PG-13 for intense action and violence', 'thematic material', 'some language', 'sexual content and teen drinking']",Dune Entertainment,416,76,41
chronicles,Chronicles,63,6.4,"July 8, 2005",108 min,"['Rated R for violence', 'a scene of sexuality', 'and language.']",Tequila Gang,3,1,1
chrystal,Chrystal,65,7.4,"June 10, 2005",106 min,"['Rated R for sexuality', 'nudity', 'drug content', 'violence and language.']",Chrystal Productions,7,1,3
chuck-buck,Chuck & Buck,76,7.4,"July 14, 2000",96 min,Rated R for sexuality and language.,Artisan Entertainment,12,1,2
chuen-jik-sat-sau,Chuen jik sat sau,54,8.3,"March 21, 2003",102 min,"['Rated R for pervasive strong violence', 'some language and brief nudity.']",Milky Way Image Company,4,0,0
chungking-express,Chungking Express,77,8.7,"March 8, 1996",102 min,"['Rated PG-13 for some violence', 'sexuality and drug content']",Jet Tone Production,30,3,1
chunhyangdyun,Chunhyangdyun,79,7.6,"December 29, 2000",120 min,Rated R for some sexuality.,CJ Entertainment,6,0,1
chutney-popcorn,Chutney Popcorn,66,tbd,"September 22, 2000",92 min,,Tribeca Productions,2,0,0
cinderella,Cinderella,67,7.5,"March 13, 2015",105 min,Rated PG for mild thematic elements,Walt Disney Pictures,258,80,28
cinderella-man,Cinderella Man,69,9.0,"June 3, 2005",144 min,Rated PG-13 for intense boxing violence and some language.,Universal Pictures,268,6,10
cinema-paradiso,Cinema Paradiso,80,8.8,"March 1, 1990",155 min,Rated R for some sexuality. (director's cut),TF1 Films Production,104,3,6
cinemania,Cinemania,67,7.0,"May 16, 2003",83 min,Not Rated,Bayerischer Rundfunk (BR),3,0,1
cinemanovels,Cinemanovels,59,tbd,"July 3, 2014",89 min,"['Rated R for strong sexuality', 'nudity and language']",Cinemanovel Films,0,0,0
circle-of-friends,Circle of Friends,70,tbd,"March 15, 1995",103 min,Rated PG-13 for sexual content.,Price Entertainment,3,0,0
circuit,Circuit,36,7.5,"April 26, 2002",120 min,,Sneak Preview Entertainment,3,0,1
circumstance,Circumstance,65,6.3,"August 26, 2011",107 min,"['Rated R for sexual content', 'language and some drug use.']",Neon Productions,8,5,3
cirque-du-freak-the-vampires-assistant,Cirque du Freak: The Vampire's Assistant,43,5.8,"October 23, 2009",109 min,"['Rated PG-13 for sequences of intense supernatural violence and action', 'disturbing images', 'thematic elements and some language.']",Universal Pictures,41,19,25
cirque-du-soleil-journey-of-man,Cirque du Soleil: Journey of Man,55,7.4,"May 19, 2000",39 min,G,,4,0,1
cirque-du-soleil-worlds-away,Cirque du Soleil: Worlds Away,51,5.6,"December 21, 2012",91 min,Rated PG for some dramatic images and mild sensuality,Reel FX Creative Studios,11,8,6
citadel,Citadel,60,6.8,"November 9, 2012",84 min,"['Rated R for disturbing violent content', 'and language']",Sigma Films,7,8,1
citizen-koch,Citizen Koch,52,tbd,"June 6, 2014",90 min,Not Rated,Elsewhere Films,1,0,1
citizen-ruth,Citizen Ruth,64,5.0,"December 13, 1996",106 min,"['Rated R for substance abuse', 'strong language and a sex scene.']",Miramax Films,5,1,4
citizen-soldier,Citizen Soldier,68,tbd,"August 5, 2016",105 min,Rated R for language,Strong Eagle Media,2,1,0
citizen-toxie-the-toxic-avenger-iv,Citizen Toxie: The Toxic Avenger IV,41,7.7,"November 2, 2001",108 min,"['Rated R for strong sexuality', 'crude humor', 'language', 'violence and drug content.']",Troma Entertainment,5,1,1
citizenfour,Citizenfour,88,7.6,"October 24, 2014",114 min,Not Rated,Praxis Films,95,13,12
city-by-the-sea,City by the Sea,50,8.6,"September 6, 2002",108 min,"['Rated R for language', 'drug use and some violence.']",Epsilon Motion Pictures,51,7,2
city-island,City Island,66,8.3,"March 19, 2010",104 min,"['Rated PG-13 for sexual content', 'smoking and language.']",CineSon Entertainment,47,8,0
city-of-angels,City of Angels,54,8.9,"April 10, 1998",114 min,"['Rated PG-13 for sexuality including language', 'and some nudity.']",Warner Bros. Pictures,116,9,7
city-of-ember,City of Ember,58,6.5,"October 10, 2008",90 min,Rated PG for mild peril and some thematic elements.,Playtone,32,25,7
city-of-ghosts,City of Ghosts,57,6.9,"April 25, 2003",116 min,Rated R for language and some violence.,United Artists,6,2,1
city-of-god,City of God,79,9.0,"January 17, 2003",130 min,"['Rated R for strong brutal violence', 'sexuality', 'drug content and language.']",Studio Canal,363,8,14
city-of-gold,City of Gold,72,7.5,"March 11, 2016",96 min,Not Rated,,4,2,0
city-of-men,City of Men,63,8.1,"February 29, 2008",106 min,R,Globo Filmes,12,2,0
city-with-no-mercy,City with No Mercy,38,7.4,"March 14, 2008",88 min,Rated R for strong bloody violence and brutal martial arts action.,Beijing Poly-bona Film Publishing Company,3,2,0
civil-brand,Civil Brand,29,5.3,"August 29, 2003",95 min,"['Rated R for violence including a rape', 'and for pervasive strong language.']",Mandalay Sports Entertainment,2,2,2
cj7,CJ7,46,5.5,"March 7, 2008",86 min,"['Rated PG for language', 'thematic material', 'some rude humor and brief smoking.']",Beijing Film Studio,12,5,8
claire-dolan,Claire Dolan,56,tbd,"February 25, 2000",95 min,,MK2 Productions,2,0,0
clash-of-the-titans,Clash of the Titans,39,4.9,"April 1, 2010",106 min,"['Rated PG-13 for fantasy action violence', 'some frightening images and brief sensuality.']",Warner Bros. Pictures,131,160,130
class-action,Class Action,58,tbd,"March 15, 1991",110 min,R,Twentieth Century Fox Film Corporation,1,0,0
clay-pigeons,Clay Pigeons,46,7.3,"September 25, 1998",104 min,"['Rated R for strong scenes of sexuality', 'language and violence.']",Scott Free Productions,6,4,0
clean,Clean,75,7.1,"August 12, 2005",90 min,"['Rated R for drug content', 'language and brief nudity.']",Canal+,10,3,2
clear-and-present-danger,Clear and Present Danger,74,8.6,"August 3, 1994",141 min,Rated PG-13 for some intense action/violence and language.,Paramount Pictures,32,5,0
cleopatras-second-husband,Cleopatra's Second Husband,43,tbd,"October 13, 2000",92 min,R,Cucoloris Films,1,0,0
clerks,Clerks,70,8.8,"October 19, 1994",92 min,Rated R on appeal for extensive use of extremely explicit sex-related dialogue (re-rating on appeal),Miramax Films,163,14,3
clerks-ii,Clerks II,65,7.5,"July 21, 2006",97 min,"['Rated R for pervasive sexual and crude content including aberrant sexuality', 'strong language and some drug material.']","['Weinstein Company', 'The']",123,20,17
click,Click,45,6.7,"June 23, 2006",107 min,"['Rated PG-13 for language', 'crude and sex-related humor', 'and some drug references.']",Revolution Studios,170,64,49
cliffhanger,Cliffhanger,60,8.8,"May 28, 1993",112 min,Rated R for violence and language.,Canal+,112,15,4
cliffords-really-big-movie,Clifford's Really Big Movie,49,7.4,"February 20, 2004",73 min,G,Warner Bros. Pictures,6,3,1
climates,Climates,72,7.9,"October 27, 2006",101 min,Unrated,Pyramide Films,9,2,0
clockers,Clockers,71,7.3,"September 13, 1995",128 min,"['Rated R for strong graphic violence', 'strong language and drug content.']",Universal Pictures,9,4,0
clockstoppers,Clockstoppers,40,6.3,"March 29, 2002",94 min,Rated PG for action violence and mild language.,Paramount Pictures,12,5,5
close-encounters-of-the-third-kind,Close Encounters of the Third Kind,92,7.7,"November 16, 1977",135 min,PG,Columbia Pictures Corporation,90,16,7
close-to-home,Close to Home,64,tbd,"February 16, 2007",98 min,Not Rated,Transfax Film Productions,3,0,0
close-your-eyes,Close Your Eyes,45,tbd,"April 23, 2004",108 min,Rated R for violence and language.,BBC Films,2,1,0
closed-circuit,Closed Circuit,50,6.0,"August 28, 2013",96 min,Rated R for language and brief violence,Focus Features,14,23,4
closer,Closer,65,8.8,"December 3, 2004",104 min,"['Rated R for sequences of graphic sexual dialogue', 'nudity/sexuality and language.']",Columbia Pictures,341,26,19
closer-to-the-moon,Closer to the Moon,47,tbd,"April 17, 2015",112 min,Not Rated,Mandragora Movies,0,1,0
closet-monster,Closet Monster,81,7.4,"September 23, 2016",90 min,Not Rated,Rhombus Media,21,3,4
cloud-atlas,Cloud Atlas,55,8.4,"October 26, 2012",172 min,"['Rated R for violence', 'language', 'sexuality/nudity and some drug use']",Warner Bros. Pictures,827,94,72
sils-maria,Clouds of Sils Maria,78,7.2,"April 10, 2015",124 min,Rated R for language and brief graphic nudity,Canal+,0,0,0
cloudy-with-a-chance-of-meatballs,Cloudy with a Chance of Meatballs,66,7.7,"September 18, 2009",90 min,Rated PG for brief mild language.,Sony Pictures Animation,175,35,11
cloudy-with-a-chance-of-meatballs-2,Cloudy with a Chance of Meatballs 2,59,7.0,"September 27, 2013",95 min,Rated PG for mild rude humor,Columbia Pictures,77,49,6
cloverfield,Cloverfield,64,6.3,"January 18, 2008",85 min,"['Rated PG-13 for violence', 'terror and disturbing images.']",Paramount Pictures,586,107,238
clown,Clown,42,6.6,"June 17, 2016",100 min,"['Rated R for horror violence and gore', 'and for language']",Cross Creek Pictures,3,5,0
clowntown,ClownTown,16,tbd,"September 30, 2016",86 min,Not Rated,Millman Productions,0,0,1
club-dread,Club Dread,45,8.2,"February 27, 2004",104 min,"['Rated R for violence/gore', 'sexual content', 'language and drug use.']",Fox Searchlight Pictures,48,4,8
clue,Clue,36,8.8,"December 13, 1985",94 min,PG,Paramount Pictures,87,12,1
clueless,Clueless,68,8.5,"July 19, 1995",97 min,Rated PG-13 for sex related dialogue and some teen use of alcohol and drugs.,Paramount Pictures,90,9,3
coach-carter,Coach Carter,57,7.7,"January 14, 2005",136 min,"['Rated PG-13 for violence', 'sexual content', 'language', 'teen partying and some drug material.']",MTV Films,47,14,1
coastlines,Coastlines,56,tbd,"May 31, 2006",110 min,Rated R for some sexuality and brief language.,IFC Productions,0,0,0
cobra-verde,Cobra Verde,55,7.3,"March 23, 2007",111 min,,Zweites Deutsches Fernsehen (ZDF),5,2,1
cocaine-cowboys,Cocaine Cowboys,59,7.5,"October 27, 2006",118 min,"['Rated R for pervasive drug content', 'gruesome violent images', 'and language.']",Rakontur,10,0,1
cockneys-vs-zombies,Cockneys vs Zombies,52,6.9,"August 2, 2013",88 min,Not Rated,Kintop,17,4,2
cocktail,Cocktail,12,2.4,"July 29, 1988",104 min,R,Touchstone Pictures,23,13,83
coco-before-chanel,Coco Before Chanel,65,7.1,"September 25, 2009",105 min,Rated PG-13 for sexual content and smoking.,Canal+,19,11,0
coco-chanel-igor-stravinsky,Coco Chanel & Igor Stravinsky,56,5.0,"June 11, 2010",,Rated R for some strong sexuality and nudity.,Canal+,2,3,2
code-46,Code 46,57,6.3,"August 6, 2004",93 min,"['Rated R for a scene of sexuality', 'including brief graphic nudity']",Revolution Films,16,5,5
code-black,Code Black,77,6.3,"June 20, 2014",78 min,Not Rated,,4,1,2
code-name-the-cleaner,Code Name: The Cleaner,33,4.3,"January 5, 2007",84 min,"['Rated PG-13 for sexual content', 'crude humor and some violence.']",New Line Cinema,4,5,9
code-unknown-incomplete-tales-of-several-journeys,Code Unknown: Incomplete Tales of Several Journeys,74,7.2,"November 30, 2001",118 min,,Canal+,12,2,3
coffee-and-cigarettes,Coffee and Cigarettes,65,6.7,"May 14, 2004",95 min,Rated R for language.,Asmik Ace Entertainment,30,15,7
coherence,Coherence,65,8.2,"June 20, 2014",89 min,Not Rated,Ugly Duckling Films,89,10,3
cold-comes-the-night,Cold Comes the Night,37,5.3,"January 10, 2014",90 min,Rated R for violence and language,Whitewater Films,3,4,3
cold-comfort-farm,Cold Comfort Farm,82,8.3,"May 10, 1996",95 min,Rated PG for brief sensuality and language.,BBC Films,5,1,0
cold-creek-manor,Cold Creek Manor,37,7.3,"September 19, 2003",118 min,"['Rated R for violence', 'language and some sexuality.']",Touchstone Pictures,36,10,11
cold-in-july,Cold in July,73,7.3,"May 23, 2014",109 min,Not Rated,Bullet Pictures,54,18,2
cold-mountain,Cold Mountain,73,5.0,"December 25, 2003",154 min,Rated R for violence and sexuality.,Miramax Films,135,23,121
cold-souls,Cold Souls,69,5.7,"August 7, 2009",101 min,Rated PG-13 for nudity and brief strong language.,Arte France Cinéma,12,10,7
cold-turkey,Cold Turkey,42,tbd,"November 15, 2013",84 min,Not Rated,Burn Later Productions,0,0,0
coldwater,Coldwater,44,7.3,"August 15, 2014",104 min,Not Rated,Flying Pig Productions,4,0,0
collapse,Collapse,71,8.0,"November 6, 2009",82 min,Unrated,Bluemark Productions,20,4,1
collateral,Collateral,71,8.9,"August 6, 2004",120 min,Rated R for violence and language.,Paramount Pictures,333,25,4
collateral-beauty,Collateral Beauty,23,6.1,"December 16, 2016",97 min,Rated PG-13 for thematic elements and brief strong language,New Line Cinema,61,20,31
collateral-damage,Collateral Damage,33,7.2,"February 8, 2002",108 min,Rated R for violence and some language.,Warner Bros. Pictures,43,18,12
college,College,15,3.2,"August 29, 2008",94 min,"['Rated R for pervasive crude and sexual content', 'nudity', 'language', 'drug and alcohol abuse.']",Element Films,6,1,14
college-road-trip,College Road Trip,36,6.8,"March 7, 2008",83 min,G,Walt Disney Pictures,22,4,7
colliding-dreams,Colliding Dreams,79,tbd,"March 4, 2016",134 min,Not Rated,,2,0,0
colombiana,Colombiana,45,5.5,"August 26, 2011",107 min,"['Rated PG-13 for violence', 'disturbing images', 'intense sequences of action', 'sexuality and brief strong language.']",Europa Corp.,40,60,29
color-me-kubrick,Color Me Kubrick,57,tbd,"March 23, 2007",86 min,Not Rated,Europa Corp.,3,0,0
color-of-the-cross,Color of the Cross,34,4.8,"November 10, 2006",108 min,Rated PG-13 for some graphic crucifixion images.,Nu-Lite Entertainment,2,0,2
colors,Colors,66,8.7,"April 15, 1988",120 min,R,Orion Pictures Corporation,18,4,0
come-and-find-me,Come and Find Me,46,tbd,"November 11, 2016",112 min,Rated R for language and some violence,Automatik Entertainment,0,1,0
come-back-to-me,Come Back to Me,31,tbd,"July 25, 2014",90 min,Rated R for bloody  horror violence and strong language,BASE Productions,2,1,0
come-early-morning,Come Early Morning,64,7.5,"November 10, 2006",97 min,Rated R for language and some sexual situations.,Bold Films,8,1,1
come-out-and-play,Come Out and Play,44,4.8,"March 22, 2013",105 min,Not Rated,Canana Films,2,4,2
come-te-nessuno-mai,Come te nessuno mai,59,7.5,"December 22, 2000",88 min,,Rai Cinemafiction,3,1,0
come-undone,Come Undone,68,8.4,"June 29, 2001",100 min,Rated R for strong sexuality/nudity and language.,Arte France Cinéma,20,2,2
